,Input.selftext,Answer.crowd_input
284,"Seen Nope, District 9 an Alien an am looking for more horror involving creepy aliens!

I prefer my films to have eeper meanings/interpretations than silly slapstick (think more Get Out an less Evil Dea 2)

Thank you guys :)","Evil Dea 2, Get Out, Alien, Nope, District 9"
285,"I am looking for some great suggestions to the above genres. One is survival an other one is just plain creepy. 

Not a typical survival movie or creepy movie, but I am looking for something that will linger long after I am one with it.",","
286,"I've recently watche 1920s versions of Peter Pan an The Mark of Zorro an am looking to watch more silent movies, but I'm not sure where to start.","1920, Peter Pan, The Mark of Zorro"
287,"Hello there, I am in the mile of watching The Intern an I am really loving this warm, comfortable version of e Niro in this film. Maybe the film is lacking some substance but it's making me feel like it's giving me a big warm hug from a close relative. If there is anything out there with him that woul be very awesome! Maybe it's okay if it's not him but I really am hoping to see another warm ol man e Niro film.",The Intern
288,"So far I’ve alreay seen
- most Almoovar films
- Wil Tales
- Secret in their eyes
- Argentina, 1985
- The Clan
- Everyboy Knows
- Truman

All increible films btw. Movies I have line up so far are:

- Cela 211
- Paulina

Any recommenation is much appreciate. Thank you!","Secret in their eyes, Pau;ina, Cela 211, Everyboy Knows, Paulina, 1985, Wil Tales, The Clan, Truman, Argentina"
289,Looking for a lighthearte comey movie with a eep message. Everything Everywhere all at once fits this too but I've alreay watche it. The more emotional the better! Thank you!,Everything Everywhere all at once
290,"Okay I am trying to fin this movie an I can't remember what it's calle for the life of me.

It was on TV in the early 2000's. So I'm assuming it was filme in the 90's. 

What I can remember :  It was about two teens who were in the hospital for some sort of iagnosis's. I remember him being kin of a ""ba boy"". He was in there in a wheelchair but worke with the nurses to get walking an his strength. An he ha a terrible attitue until he met her.  They woul sneak out at night passe the guars to go to the roof top. They woul sneak into eachothers rooms. The nurses trie to keep them apart because they weren't suppose to be aroun eachother. I remember them both shaving their heas at one point.

I remember a scene where he was watching her through her winow while she was having a seizure (I think).  She ene up ying in his arms in her room one night an he ie either later that night or a few ays later.

I coul be getting some of these scenes wrong but I remember watching it on TV with my mom when I was like 14ish. An it's stuck with me an I want to rewatch it with her since she remembers it too. But we can't remember what it's calle an it's riving me nuts 

So I've come to ask reit for help",","
291,"so i’m hanging out with some friens later for a move ay, an i want to know if there’s any super goo movies that have like lgbtq themes or backgroun plots but isn’t the main focus? i want to mix something they like with what i likes

they ten to watch romances, ramas, shit that’ll make you cry, that sort of stuff. but anything works really, just looking for like a REALLY GOOD movie with a touch of gay!",","
292,"For example I think the movie UP is severely overrate. The only reason people love that movie is the brilliant opening. Other than that, the movie is boring.","Up, UP"
293,Any recommanations for these times when you motivate yourself to get out of wee aiction which will make the ay feel a bit better !,","
294,"I just watche this movie, an was completely min blown. I’m looking for anything in that realm of mystery/horror movies. I mean movies about a virtual worl within our worl. If this oesn’t exist, then just ignore this post, but I hope someone has any suggestions.",","
295,"A movie thats full of puzzles, no cringy colorful bullshit, plotwists are welcome, suggest me something that will blow my min","colorful bullshit, single comma"
296,Seen plenty of action movies an plenty of musicals but not too many movies that blen the two genres. There's obviously classic isney stuff like Alain but i'm wonering if there are any like Die har or the rai.,"rai, the rai, Alain, Die har, Raid, Die Hard"
297,"The lovemaking scene in Titanic, where Rose an Jack o it in the car ha really emotional music. Any other movies with somber, sentimental music uring sex scenes?","Titanic, titanic"
298,"Hey guys!

Just saw The Pale Blue eye, it blew my min!

I'm looking for similar movies like this

Similar movies I've seen are Mystic river


Thank you!","Mystic River, The Pale Blue eye, The Pale Blue Eye"
299,"Hey Cinema Folks!

I want to List own my Top ten favourite movies an Have a public URL for the same to share with my friens an family!

Can anyone help me with this? Or woul you want such a prouct?

Something like a Spotify playlist for my Movies?",","
300,"looking for action movies with generally a lot of violence/gun fights but heres the catch;
i'm looking for those with some humour to them, an with relationships like in:

blae trinity : relationship between blae an king
(so like funny guy an guy who literally is so tire of his shit)

the hitman's boyguar : the kincais an michael's relationship
( again, funny guy bla bla)

(poor guy)","The hitman's bodyguard, the hitman's boyguar, blae trinity, Blade trinity"
301,"I watche a movie calle Falling in Love starring Robert De Niro an Meryl Streep an it features this aspect, so I'm curious about more movies like this.",Falling in Love
302,"I really like how The Last Wish ha multiple subsets of villains, kin of, like golie an the bears being a rival, Jack Horner being an obstacle, an Death being an existential threat, each having a very ifferent feeling when they appeare. 

What are some movies with villains that feel the same way Death oes in this?",The Last Wish
303,"Personal favorites are most welcome.
Don't give me a generic list,just the movies you enjoye yourself.even if the whole worl hate them",","
304,"I'm looking  for some other goo black comeies with female protagonists? They on't  have to be from the nineties specifically ;) 

Thanks in avance!!",","
305,"I love films that are well shot even if the writing is weak. However, as a writer myself, I woul love to experience some great screenplays. This coul be great ialogue a la Tarantino, great structure an themes like Parasite, all of these, or something else entirely. Subtitles or English, black an white or colour all welcome. Thanks.",Parasite
306,"Movies where people who are suppose to be aults *act* like well-ajuste, mature, people who make realistic, logical ecisions.",","
307,"Or even if it i get a fair amount of love, if there is a particular movie you are over the moon about a that too :) 

Just watche Possessor an love it. Some other recent movies I've love are , EEAAO, Pig, Nope, Malignant, Uncut Gems, Knives Out, Belle among plenty others.","EEAAO, Knives Out, Uncut Gems, Possessor, Nope, Belle, Everything Everywhere All at Once, Malignant, Pig"
308,"It is really easy to point to a number of movies that have zombie outbreaks where society has collapse an it is about survival. I think these are great an have their place, but the concept of a virus that takes over the human boy, eats itself, an turns the vessel into a zombie has always been a bit far fetche for me.

I'm looking for movies where this post-society survival has no zombies, but was cause by a virus outbreak. For example, a virus that simply kills off 99.99% of the population an the remaining survivors are left to scavenge while taking precautions as to not get sick. 

I think it essentially leas to the same outcome where the protagonists are trying to survive, the antagonists are other survivors, etc., but without the unrealistic zombies.",","
309,"
Besies Ban Of brothers an the pacific.   

I want something that has a ecent story an is fairly historically accurate 

1860’s-1970’s is fine for me an aroun that big gap I woul prefer 

I also like Full Metal Jacket though that’s not really like Generation War I guess recos for that is fine but mostly recommenations for Generation War is preferre an Apreciate","Generation War, Band of Brothers, The Pacific, Full Metal Jacket"
310,"I feel like laughing so I'm looking for a movie that's just really funny. Some of my favorite comeies alreay are *Walk Har: The Dewey Cox Story*, *Black Dynamite*, *Soul Plane*, *The Campaign*, an *The Hangover Trilogy*.","Walk Har: The Dewey Cox Story, The Dewey Cox Story, an The Hangover Trilogy, The Hangover Trilogy, The Hangover, Walk Her, Soul Plane, Black Dynamite, The Campaign"
311,Hi everyone. I'm looking for gay (guy or girl) movie that contain many sex scenes. Thank you in avance for the help.,","
312,"The Dark Pictures Anthology is my favorite vieo game series an the two games that stan out the most are House of Ashes an The Devil in Me. HOA is about a group of soliers from opposing sies force to work together to fight vampires while TDIM is about a group of filmmakers who are lure to an trappe by a serial killer in his Murer Castle replica.

I’m wanting to know if anyone is aware of any films similar to the premises of those games. If not, are there any other suggestions? They can be fictional or non-fictional. ",","
313,"I want to set a online movie watching group. We can have a movie night or something like that, to watch movies online. An then share our thoughts an ieas when finishing watching.  Or just share what we think of the movies we just watche . I think it will be a lot fun!!",","
314,"I saw Shaun of the Dea an it was a funny movie though I in't get a out of boy experience so I in't bother to see Hot Fuzz for years 

#Big Mistkae 

It is a masterpiece in comey that sometimes it took a secon for the laughs to come because I was blown at how brilliant the set up was. 

Is there anything else that's a mix of brilliance an comey.?","Hot Fuzz, Shaun of the Dead, Shaun of the Dea, Big Mistkae"
315,I am searching for a movie that contains a character that starts weak then gains a super ability that makes him evil,None
316,Trying to fin preferably rama movies with similar feel to After Life (1998) an Columbus (2017).  So anything slow pace or meitative. It oesn't really matter when/where the movie is mae. Thanks!,"After Life, Columbus"
317,"Interstellar itself is one of the greatest film of all time in scifi categories. Can u guys recommen movies relate to science like moonfall, interstellar,the martian . Movies base on space travel , quantum mechanics , black hole .","Interstellar, Moonfall, moonfall, The Martian, the martian"
318,"Whenever a question about films like this is aske, a very specific crop of well-known stuio sex-comeies get mentione. So I was curious as to which lesser-known films (VOD/Streaming movies are encourage), have a lot of fun sex in them.

I'm looking for movies with comical raunchiness (even if the films themselves aren't comeies) an simulate sex scenes, so no pornos.",","
319,I like alien movies but more in the horror sense like the original alien is one of my favorite movies ever I also really like fire in the sky. So less of the action sci-fi type an more a horror sci-fi. If anything comes to min woul be happy to get suggestions.,"fire in the sky, alien"
320,"Can you recommen movies where main character kills his victims an leaves no clue.

This must looks like accient.

It may serial killing or revenge.
It is too ifficult to catch him. 

He has always more IQ level.","clue, revenge"
321,"Whenever a question about raunchy films is aske, a very specific crop of fairly popular movies get mentione. So I was curious as to which lesser-known films that came out in VOD or streaming, have a lot of sex in them. 

I'm looking for movies with a lot of **simulate sex scenes (the sex isn't real)**, so no pornos an no mainstream films with unsimulate sex (like Shortbus an 9 Songs). Also, try to stick to relatively more obscure films, an not streaming hits like 365 Days","9 Songs, Shortbus, 365 Days"
322,"
i’m talking about movies like wolf of wall street or American psycho. I alreay watche big short an margin calls. Or similar to a show like succession vibes","wolf of wall street, succession, American psycho, big short, margin calls, Margin Calls, Big Short, Wolf of Wall Street, American Psycho, Succession"
323,"Hey everyone. Woul love some recommenations for movies that fit such a vibe. Doesn't have to be a particular genre, just looking for movies whose watching experience is enhance by watching them on a cosy winter night. Thank you! All recommenations are greatly appreciate.",","
324,"Here is a picture of movies I've enjoye

https://imgur.com/a/bli7vGn

What are some other movies that woul fit with these that I might like? Romance/Teenage/Coming of age, etc... I'm aware of all the classics (Daze an Confuse, Fast Times, Can't Harly Wait, Breakfast Club, etc...) I'm looking for more moern films. Thanks!","Fast Times, Daze an Confuse, Can't Harly Wait, Dazed an Confused, Breakfast Club"
325,"My partner an I thoroughly enjoye the style of surrealism in Severance, it gave us a vibe reminiscent of backrooms an we love the conspiracy/mystery to the plot. We fin a lot of elements in it comparable to Utopia. 

Do you guys have any suggestions for movies or series that are unique, surreal an have an intelligent story? We on’t want something that’s surreal for the sake of it without having any epth, an these are the only 2 things we can think of that provie all the criteria. We’ appreciate any recommenations, thank you :)","Severance, Utopia"
326,Hey everyone! I'm sure there are multiple posts like this alreay but I'm going through a heartbreak as me &amp; my first love of 3+ years mutually ene things. Any recommenations for this 21 y/o? Preferably something upbeat. Any genre's welcome too! Thank you all so much :)!,","
327,"I'm looking for movies that woul encourage me to be a better version of myself. 
It coul be sacrificial, 


Here are some of the movies I on't regret watching 

Hacksaw Rige 
Only the brave 
Whiplash 

Any movies that resonate with you? 
I woul glaly take any recommenations. 

Thanks to all, have a wonerful ay :3","Whiplash, Hacksaw Rige, Only the brave"
328,"What movies woul you suggest for a freezing col winter ay, to make you feel just a bit cozier an happier? I want to start having, ""cule ates"" with my S.O. on the colest ays where we stay in an have hot chocolate, if we o go out it'll be for a hot seasonal coffee, have some butternut squash an othet warming foos to warm up, cule uner the blankets, an cozify ourselves. He likes romance genre an I'm really picky about it, he also likes the col an I on't, so something to really perk me up an let him an his winter love grow on me   I typically on't like cheesey movies but I kina like the thought of it for something like this in particular, but woul have to be one right  so either not cheesey at all, or it woul have to be realistic, healthy love if it is inee romance.. but any genre is efinitely game!! I'm also not typically a movie/tv person so I have no iea where to even start",","
329,"This was an ""art film"" where there's a bunch of small character interactions happening all at once, but shot from very far away. In one area someone may be talking on the phone, an another walking aroun in the office cubicles, but you see the entire scene from a fixe perspective. I on't even think characters names are mentione. There is also an element where certain characters have a ""spotlight"" meant to be the main point of attention, but backgroun characters are still oing their thing. Very much a movie you watch more than once just to notice new things because there is so much going on. I can't for the life of me place the name an Google has been no help so I figure I' try here.

 If I remember right it was French(?) There is a scene where an upscale restaurant begins to practically fall apart, catch on fire, an a glass oor gets broken but the oorkeeper keeps letting people in holing only the floating hanle. I think the movie ens with an o musical number an a bunch of cars going slowly aroun a small rounabout.

This is probably a long shot but if you rea this far, thank you!",","
330,"Some of my favourites inclue Fight Club, The Machinist, The Evil Within, Hesher, Taxi Driver, etc. I'm looking for something in a similar vein to enjoy.","Hesher, The Evil Within, Taxi Driver, The Machinist, Fight Club"
331,"I've seen all the usual ones, the Mifune films, all the Kurasawa, but I figure there must be some obscure ones out there I on't know about.","Mifune, Kurasawa"
332,"Hacksaw Rige 
Only the brave 

Two of my favorite movies
Responsibility, sacrifice, etc
feelings that encourage you to stan up an be a man","Hacksaw Ridge, Hacksaw Rige, Only The Brave, Only the brave, Hacksaw Rige Only the brave"
333,With the recent tik tok trens of positive masculinity I really want to watch something like ea poets society an other movies with the same vibe. Any recommenations woul be great,"ea poets society, Dead poets society"
334,"Suggest movies in which high class marrie woman fall for lower class man. 
I have watche all the versions of lay chatterley.",lay chatterley
335,"Coul you guys please suggest some movies where the character(s), are ealing with grief after loosing a love one? 
I have watche “Manchester by the sea” , “Three Billboars Outsie Ebbing, Missouri” etc. Also if anyone knows a goo ocumentary/short film where the main topic surrouns aroun grief an its impact on the character's life?
Thank you very much.","Three Billboars Outsie Ebbing, Missouri, Manchester by the sea"
336,"Hello. I'm looking for any movie aaption of a novel or any other work of art that after watching it you sai to yourself well, that's not what the original author intene, or saw fit to reveal, or wow what an interesting an novel take or twist the filmmaker ha in the plotline, or maybe just a movie that expane upon the worl of the original work, somehow eviating as oppose to a one-to-one faithful corresponence to the original. The only eviation I have in min as an example is actually a Netflix TV aaptation (The Haunting of Bly Manor 2020) of James's The Turn of the Screw which is actually set in moern ay along with moern preoccupations (two of the most important characters are now lesbians). So if you ran into any such eviations in general you' be kin to suggest them to me. Thank you.","Haunting of Bly Manor, The Turn of the Screw, The Haunting of Bly Manor"
337,"Hoping to fin some movies in the “girl vs …” category. 

Examples 

Crawl - girl vs gators

The Shallows - girl vs shark 


Any suggestions?","Crawl, The Shallows"
338,"I can't remember the name of the movie, but I o remember that group of friens are going on something like a hangover or a party trip (not the Hangover sequence), an one of the guys gets his ick stuck in on of the air holes of a jacuzzi (not Out Col). I also remember that there is a blone guy, who rinks a lot of beer an is so ba in oing sex, that girls use him as a therapy to stop their sex aiction. That's all i remember.","Hangover, Out Col"
339,"Hey, looking for 80s-90s high-school teen movies | teen rama | teen romance. Anything. Love to explore the 90s suburban life. Teens with teen pressure an enjoying their so calle epresse life. Movies like aze an confuse, breakfast club, Ferris Bueller's Day Off etc. 

Just wanna sit back, relax an jump into 80s-90s","Ferris Bueller's Day Off, Dazed and Confused, teen movies, Breakfast Club, aze an confuse, breakfast club, 80s-90s"
340,"I want to watch some action movies , such as Terminator an Terminator 2, with my kis. They are 10 an 12. 

It’s been a really long time since I’ve seen them. I on’t remember if there be  is anything inappropriate in them. “Inappropriateness” is subjective.

I’m okay with some violence like fighting an gun shots. For example, we saw Manelorian together. 

Definitely want to avoi gore, sex scenes, rug use, glorification of alcohol, rape scenes, lots of cursing(like f bombs left an right) an anything else that woul obviously be ba for a ki to see.

Not all ratings are equal. There oesn’t seem to be a stanar an/or the stanars have change over time.

Don’t recall what it was but of the first scenes in a PG -13 we saw was R rate to  me. I woul never want my kis to see this scene until they were much oler.

I’m not uptight or a prue, just a cautious parent. It’s a crazy worl we live in.

Anyone one have any recommenations an/or have opinions about Terminator or T2?

Don’t recall if the 80s movies like Die Har, Total Recall or Alien have really ba scenes that fall in the categories above.","Terminator, Alien, Total Recall, Die Har, Manelorian, Terminator 2"
341,I watche it when I was really young an I really wanna fin out so anyone that know the movie feel free to comment or reply. I watche this movie back in new Zealan.,","
342,"Movies where two men have common wife or girlfrien.
Iike in the movie savages(2012) . They share common girlfrien. 

I have watche reamers, not recommene me that.

Ok thanks in avance.","Savages, savages(2012), savages"
343,"I nee to get something off my chest, sorry. I am sick an tire of pointless backgroun love stories in movies an shows. They a almost nothing to the plot an just overall ebase the whole story. Maybe if the auience is so brainea that it always nees such a stimulant your plot just reeks. But sometimes I just like a plain cheese pizza. Vanilla cupcake. Sometimes plain an cani is most gracious, with no force sexualization.

Got any of these movies in min? How o I even fin these? I ae non-chilren's in the title because I unerstan my suggestion might fall uner them more but even then most of them aren't untouche either. Thanks.",","
344,"My toler has become obsesse with whales an olphins after getting a beautiful book about the ocean. 

Right now I foun an episoe on Netflix’s Moving art which is just gorgeous. It has no voiceover. Just beautiful footage of whales an olphins. 

Y’all know anything else like that? Even if it’s the ocean at large? I was gonna go through Life an Planet Earth.","Moving art, Life an Planet Earth"
345,"basically movies like scream or movies where some friens or family move in to a new house orrr go to a vacation an then a killer tries to kill them, ik what genre this is but u guys get the point, serial killers on lose typa movies, im gonna watch the movie SICK toay","scream, SICK"
346,"I just watche Unerwater with Kristen Stewart. It mae me think of The Abyss, an I wonere if anyone ha similar movie recommenations. A bit of scare/thriller to it, ranging from sea creatures to Atlantis, to unerwater aliens, or even scary mermais. 

I’ve seen the majority of what came up with these keywor searches, so I’m looking for something a little uner the raar (but preferably not too ol). 

Also open to paranormal or spiritual/mystical lost civilization flicks.

Thanks!","Underwater, Unerwater, The Abyss"
347,"So I'm looking for a movie like cellular, a race against time that keeps you on your feet, an has a goo ening. Although an action movie, it was able to not be epressing an ark an ha upbeat moments, like when Chris Evans stole the charger an the car. A similar movie woul be Unstoppable an Spee.","cellular, Unstoppable, Spee"
348,Title. Have seen most every “mainstream” horror movie so looking for stuff that’s fallen through the cracks. Appreciate it.,mainstream
349,"So me an my partner are out of ieas on what to watch, we’re open to literally any genre but to give some help our favourites are horror, comey an animation. 

Our favourite horrors are: The Witch, Misommar, Hereitary, You Won’t Be Alone, Brainea, Many, Suspiria, Uner The Skin, House, Annihilation

Favourite comeies: Step Brothers, The 40 Year Ol Virgin, Role Moels, Juno, The Office, The Big Lebowski, It’s Always Sunny In Philaelphia, Peep Show, An Iiot Abroa, Trailer Park Boys

Favourite animation: Stuio Ghibli, Monsters Inc, CoCo, Tim Burton, The Wolf House (also horror), Turning Re, Cowboy Bepop, The Mitchell’s Vs The Machines, Bobs Burgers, The Simpsons, South Park, Rick An Morty, Solar Opposites, Monsters Vs Aliens

We appreciate any recommenations you have for any genre at all, we just gave some of what we’re into so the post wasn’t too vague :)","Monsters Inc, The Simpsons, Many, Cowboy Bepop, You Won’t Be Alone, It's Always Sunny in Philadelphia, Monsters vs. Aliens, Hereitary, Arrested Development, Stuio Ghibli, Bob's Burgers, Bobs Burgers, The Office, Juno, Solar Opposites, The Big Lebowski, Step Brothers, Under the Skin, You Won't Be Alone, House, Turning Re, The Wolf House, Misommar, Rick An Morty, Cowboy Bebop, Tim Burton, Annihilation, An Iiot Abroa, The Turning, Coco, Role Moels, The 40 Year Ol Virgin, Studio Ghibli films, Role Models, The 40-Year-Old Virgin, It’s Always Sunny In Philaelphia, Monsters Vs Aliens, Midsommar, South Park, Trailer Park Boys Favourite animation: Stuio Ghibli, The Wolf House (also horror), Braindead, The Mitchells vs. the Machines, Brainea, The Mitchell’s Vs The Machines, The Witch, The Babadook, Uner The Skin, Hereditary, Tim Burton movies, Rick and Morty, CoCo, Trailer Park Boys, Suspiria, Peep Show, Annihilation Favourite comeies: Step Brothers"
350,"Watching a movie outsie on a really hot night, looking for goo ramas or ramey movies that reflect the heat.

Some examples:  
A Bigger Splash  
Call Me By Your Name   
August Osage County  
Vicky Christina Barcelona  
Mu  
The Descenants","Call Me By Your Name, Mu The Descenants, A Bigger Splash, Barcelona, The Descenants, A Bigger Splash Call Me By Your Name August Osage County Vicky Christina Barcelona Mu The Descenants, Vicky Christina Barcelona, August Osage County, Vicky Christina, Mu"
351,"I'm looking for what you consier to be the best Anime movies that you have ever seen, an feel shoul get some recognition.",","
352,"My brother an I are looking for the movie to make us cry! We aren’t really looking for the saest scenarios or plots but more so the saest an most well performe scenes. 
Some examples of movies that nearly i the trick 
-Truman show 
-ea poets society 
-interstellar","Truman show, Dead Poets Society, interstellar, poets society, ea poets society"
353,"Any romantic/rama movie from any country an language oesn’t matter. Just no movies that are too cheesy or those typical rom-coms. I like it when there is a lot of tension or/an a long buil up, an a lot of fights. I on’t min nuity but it isn’t necessary. 
Few examples: La piscine (1969), L’eclisse (1962),…
thanks","L’eclisse (1962), La piscine, L’eclisse, La piscine (1969)"
354,"Films that are unsettling an uneasy, like the Korean film Burning (2018), or the Argentinian film The Healess Woman (2008). Something that leaves you with more questions than answers. Not limite to ramas -- ark comeies work too (not a movie, but Severance on Apple TV comes to min), an of course, English an non-English films are welcome. Thank you!","Severance, Burning, The Healess Woman"
355,"Looking for crime/thriller movies aroun that scenario.

One of these iniviuals may be a target, the place may be a target, or it may be a seemingly ranom occuring.

Recommenations coul involve hostage movies (like in a bank office etc), coul involve these iniviuals uniting an fighting the attackers, or some ""hero"" oing it, or any other similar iea.

Coul be on a train or ship, through preferable not a plane.

Die Har I woul be an excellent example.","Die Har, Die Hard"
356,I’m looking for a movie something similar to the pursuit of happyness where a man is struggling in his life an then finally makes it. Please recommen any movies like that.,"The Pursuit of Happyness, the pursuit of happyness"
357,"I’m looking for a movie where the main character starts hanging aroun people who are ba influences an starts to get into trouble.

Genre - Drama/Coming of age

Movies like Big Time Aolescence, Mi90s or The Outsiers","Big Time Aolescence, Big Time Adolescence, The Outsiers, Mi90s"
358,So Rocky came back on netflix an the first 2 movies feel like such love movies to me yk an im looking for a movie similar to that if anyone got any suggestions,Rocky
359,"I know most people fin it ba but I actually really enjoye it! I think it might just be too weir an ambitious for most auiences but am looking for more like it besies star wars, une, John Carter, avatar, the fith element, valerian an the city of a thousan planets, star trek kelvin timeline, an guarians of the galaxy.","star wars, avatar, valerian an the city of a thousan planets, valerian and the city of a thousand planets, une, the fifth element, star trek kelvin timeline, guardians of the galaxy, guarians of the galaxy, the fith element, John Carter, star trek kevin timeline"
360,"Basically movie with a melancholic atmosphere + ry/black humor, an eals with epression/anxiety an stuff but not in an in your face way but in a subtle way. 

Other Movies/TV Shows that have sort of fit the bill for me are Insie Llewyn Davis, Detectorists, Banshees of Inisherin etc. 

Doesn't have to be necessarily sa but just match that vibe I escribe above","Llewyn Davis, Banshees of Inisherin, Detectorists, Insie Llewyn Davis"
361,"Here are two very ifferent movies but fit the escription. I feel there's a treasure trove of low buget but high concept movies that I on't know about. 

Bloo Machines (2019) - A neon-soake, synth-fuelle slice of science fiction... · Bloo Machines is an utterly immersive, visually striking love letter to 80's sci-fi an horror films

Jesus Shows You The Way To The Highway (2019) -  A surreal, VR, sci-fi spy thriller with Batman as the cocaine-ale Ethiopian presient, a computer virus name Communism, an a hunchback who must put the pieces together.","Bloo Machines (2019), Jesus Shows You The Way To The Highway, Highway, Bloo Machines, Batman"
362,Taking the LSAT tomorrow afternoon so nee to relax unwin an forget about tomorrow for a few hours. Sc-fi also an option. TIA,","
363,"my og is terrifie of lou noises (fireworks, thuner storms, lou neighbors), she oes have meication, but it takes some time to kick in &amp; I on't like always giving it to her, which is where movies come in! I'm looking for any movies with constant noise, no silent scenes, or anything where the volume goes super low/nothing with high pitch... I nee constant steay noise.

Please, any suggestions?",","
364,Taking the LSAT tomorrow afternoon so nee to relax unwin an forget about tomorrow for a few hours. Sc-fi also an option. TIA,","
365,Everything I look up is either best gory movies or best revenge movies. Figure I’ come here to fin one that ha both,","
366,Violent movies with like extreme violence can’t be oler than 2000 so yea just like nothing specific just violence an can’t also be complete garbanzo like no 20 ollar buget movies please thanks,","
367,Just watche The Girl on the Train for the first time last night an I was completely shocke at how goo the plot is. Are there any other movies that really make you think? Psychologically thrilling?,The Girl on the Train
368,"Been recommene both films by work colleagues. Only have time to watch one of them tonight but I'm sure I'll get roun to the other one next week.

Favourite horrors in recent years have been Get Out, The Witch, Hereitary, an Misommar.","Get Out, The Witch, Hereitary, Misommar"
369,"A main character with only goo intentions, who is innocent an symbolizes purity among other characteristics of Jesus, surroune by greey egotistical people who take avantage of him.",","
370,"Looking for goo movies with REALLY goo surprise enings. I'm talking, never in a million years woul you ever be able to guess what happene in the en. Knock your socks off quality if you will. One of my favourite movies is Hie an Seek an the ening is amazing in my opinion. Looking for similar.",Hie an Seek
371,"Hi all.  
Can you suggest me movies where the main character is overpowere like Ben Affleck's character in The Accountant.  
Thanks",The Accountant
372,im a creative esigner in some financial problems which has mae me be in a epresse own moo toay. really looking for something that will whip me right back into shape with a goo film to motivate me. im a huge fan of the social network/joy so anything like that will be an easy sell to me haha thanks in avance!,"Joy, the social network, joy, The Social Network"
373,"I won’t a goo horror movie! Don’t want a frey or Jason movie! I love those movies but not the vibe for tonight. I on’t min inie movies just nothing toooo low buget to where it looks crappy. I’ll give you a list of some of my favorite horror movies. Hereitary , house of the evil , sinister , the witch. I’m not a big fan of the conjuring movies or insiious, really but emphasis on hereitary an house of the evil. If anything comes to min rop some suggestions.","sinister, house of the evil, conjuring, the conjuring, Hereditary, Hereitary, insidious, the witch, insiious"
374,i have seen most a24 thrillers if that counts as inie. bonus points if there are themes of suicie an profoun saness,","
375,"Ive been backbacking solo for almost 10 years couchsurfing europe an the US... i barely got time to watch any movies uring that time. I think i watche Bambi once uring that long trip. Recently got into movies again. i ont know where to start, heres what ive seen recently

I really like stuff like Riick (all 3 movies), Ghost Rier, Ma max , une etc. So basically any sci fi which is one well (which is rare)... an also the kina post apocalyptic thing. Also kina ark superhero movies as well. Im not into other MCU i just like ghost rier.

Fantasy is fine also

1...2..3 shoot.","Bambi. Riick, Bambi, Mad Max, Ghost Rider, Ghost Rier, Ma max, une, Riick"
376,"Suggest movies like 8 miles, like where a guy struggles in his chilhoo because of some reason(toxic family, bully etc) an living a goo life ahea(manhoo)",8 miles
