,Input.selftext,Answer.crowd_input
1926,what are the names of the drama movies directed by woody allen,","
1927,what are the titles of any action movies rated five stars and above directed by ron howard,","
1928,what are the titles of any animation films from the past nine years that were rated four stars in which leonard nimoy appeared,","
1929,what are the titles of any family movies starring frank langella from the last nine decades that received eight stars ratings,","
1930,what are the titles of several drama films,","
1931,what are the titles of some films about history from the past three years directed by josh rubin,","
1932,what are the titles of some science fiction movies that were produced in the 2000 s,","
1933,what are the worst sci fi movies rated pg 13 in the last seven decades,","
1934,what are your most favorite biographical movies,","
1935,what avante garde film is the director orson welles best known for,","
1936,what biographical movie did christopher walken star in,","
1937,what biography movies are about warsaw poland,","
1938,what biography movies released in the last seven years were rated pg 13 and directed by jonathan wacks,","
1939,what biography received a six rating that was directed by brad haynes,","
1940,what chick flicks has michael pare done in the past nine decades,","
1941,what comedies has samuel l jackson been in,","
1942,what cowboy film directed by iren koster received two thumbs up,","
1943,what cowboy movie from a past year starring john belushi is about a gold miner,","
1944,what crime movies are there from the 1970 s that were directed by lincoln ruchti,","
1945,what crime movies has will smith been in,","
1946,what critically acclaimed movies starred ben stiller or his parents in the last five decades,","
1947,what decent drama of the 2000 s featured a plot about a secret society,","
1948,what decent movie released last year was a pg 13 fantasy that involved elves,","
1949,what exactly is the ubaldo terzani horror show,","
1950,what family film was rated r that was based on retirement directed by ryan shiraki,","
1951,what family movie directed by jefery levy is rated pg,","
1952,what fantasy movie was released in 1990 and rated well about a magic book starring scott speedman,","
1953,what fantasy movies were released in 2011,","
1954,what films has christopher nolan directed,","
1955,what five star movies from the 1950 s featured sophia loren,","
1956,what funny pg 13 movies would you recommend,","
1957,what genre is the movie dive,","
1958,what genre is the movie the presidio,","
1959,what genre of film does hayao miyazaki usually direct,","
1960,what good crime movie revolves around crime bosses,","
1961,what good crime movie was made in the 1990 s,","
1962,what good government documentary can i watch for a research project about republicans,","
1963,what good movie made in the 1990 s is scary and about a haunting,","
1964,what good rated pg 13 women movies did grant brown direct in the last six years,","
1965,what good romantic comedy can i watch that is about star crossed lovers,","
1966,what highly liked pg 13 movie was about a teenage boy,","
1967,what highly rated musical was tamera mowry in within the past seven decades,","
1968,what highly rated sport movie starring juliana margulies released in the past six decades has been highly rated,","
1969,what history movie starred eva larue and got good reviews,","
1970,what history movies in the past eight decades starred george carlin,","
1971,what info can i get about music of the heart,","
1972,what is abes tomb,","
1973,what is annihilation earth about,annihilation earth
1974,what is curse of the swamp creature about,curse of the swamp creature
1975,what is domino about,domino
1976,what is eugene about,eugene
1977,what is hellhounds about,hellhounds
1978,what is horrors of the black museum,","
1979,what is in the electric mist,","
1980,what is lord of the flies about,lord of the flies
1981,what is matt damons highest rated movie,","
1982,what is the godfather part iii about,the godfather part iii
1983,what is the governess about,the governess
1984,what is the rock about,the rock
1985,what is the sensei about,the sensei
1986,what is the first 20 million is always the hardest about,the first 20 million is always the hardest
1987,what is wall e about,wall e
1988,what is welcome to the rileys about,welcome to the rileys
1989,what is a 1940 nc 17 short movie with a average rating of five directed by david vonallmen,","
1990,what is a 1950 romance movie starring glenn close,","
1991,what is a 1950 s family film directed by jeff betancourt,","
1992,what is a 1950 s sports themed movie that has a four stars rating,","
1993,what is a 1990 rated r film staring randolph mantooth,","
1994,what is a disney movie about a runaway that was directed by brian burns in 1980,","
1995,what is a g rated movie released in the past four years about concentration camps,","
1996,what is a pg thriller rated seven stars directed by hironobu sakaguchi,","
1997,what is a pg 13 quenton tarantino movie made in 1970 featuring rejection,","
1998,what is a pg 13 tracey nelson history movie with good rating from the 1970 s,","
1999,what is a pg 13 adventure with a car chase in the past two decades,","
2000,what is a sci fi film directed by jorge solis about a war against machines that received two thumbs up,","
2001,what is a decent pg science fiction movie that came out in the last four years and stars tim robbins,","
2002,what is a decent movie that stars don johnson,","
2003,what is a emotional marty belafsky film about illness that was rated r and came out in 1960,","
2004,what is a four star nc 17 movie involving witches starring kate jackson,","
2005,what is a four star revenge spaghetti western film directed by graham reznick in the last three decades,","
2006,what is a funny pg movie on vulgarity that came out in the last ten years,","
2007,what is a g rated film animation film that was released within the past six years and has a ratings average of six stars,","
2008,what is a german army documentary directed by adam tierney,","
2009,what is a good 1950 animation movie with actor rudolf valentino and thats rated pg 13,","
2010,what is a good 1960 s history movie rated pg,","
2011,what is a good 1990 s romance movie starring kelsy grammer,","
2012,what is a good g rated biography film released within the past eight years,","
2013,what is a good pg 13 science fiction film that michael kastenbaum directed in the last eight decades,","
2014,what is a good children movie with humphrey bogart in it,","
2015,what is a good comedy from the 1990 s,","
2016,what is a good comedy that was made in the 1970 s besides caddyshack,","
2017,what is a good mockumentary,","
2018,what is a good movie about the military that has an r rating,","
2019,what is a good movie starring andy garcia released within the past six decades,","
2020,what is a good thriller that is rated r,","
2021,what is a good war movie released within the past four decades,","
2022,what is a highly recommended r rated film with a found dead plot,","
2023,what is a history film that stars melanie griffith with a five star rating,","
2024,what is a history movie starring tommy lee jones,","
2025,what is a horror film from the past three years directed by gerson sanginitto,","
2026,what is a movie about decisions with at least an average rating,","
2027,what is a movie withing the last three years with a six star rating about an arrest starring jeri ryan,","
2028,what is a must see 1950 s movie about police,","
2029,what is a must see pg short film directed by jonathan demme,","
2030,what is a rated r fantasy movie with haley mills,","
2031,what is a really good pg 13 science fiction movie that was directed by franco steffanino,","
2032,what is a really good r rated sci fi movie,","
2033,what is a really good action movie from 1970 with a pg 13 rating,","
2034,what is a really good biography,","
2035,what is a really good scary movie about an axe murder,","
2036,what is a science fiction film starring roma downey that is rated pg 13 and released during the 1950 s,","
2037,what is a sport movie directed by susan seidelman in the last ten decades,","
2038,what is a summary of the plot of the shining,","
2039,what is a summary of the plot of the movie wall e,","
2040,what is a trickery movie with excellent ratings,","
2041,what is a very good western film in the past seven decades,","
2042,what is a very popular pg 13 sci fi movie,","
2043,what is a very popular r rated la monte edwards film that was made in 1960 and took place in los angeles,","
2044,what is a watchable nc 17 1980 s sci fi movie with rel hunt in it,","
2045,what is a watchable pg 13 suspense film directed by ward powers than features a dead child and was made in the past eight decades,","
2046,what is a well rated action movie about prisoners,","
2047,what is a well rated comedy with courtney cox,","
2048,what is a western movie from the past ten decades that is directed by rob carpenter,","
2049,what is an all right movie from 1970 that is about a rise to power,","
2050,what is an animated film that habib azar directed,","
2051,what is an animated movie with a five star rating,","
2052,what is an average movie of the last ten decades about a gold miner,","
2053,what is an entertaining tracey moffatt film that has come out in the past year,","
2054,what is an unrated sport movie with robert picardo,","
2055,what is some high rated thrillers,","
2056,what is that six star chick flick with andie macdowell in it,","
2057,what is the 1970 unrated movie with excellent ratings starring faye dunaway about unrequited love,","
2058,what is the city of god about,city of god
2059,what is the domino effect about,domino effect
2060,what is the fists of fury,","
2061,what is the best comedy that was made in the 1970 s,","
2062,what is the best horror movies made in 1977,","
2063,what is the best mockumentary,","
2064,what is the best movie starring daniela pestova,","
2065,what is the best romance movie made in the 2010 s,","
2066,what is the highest rated movie that charlie chaplin was in,","
2067,what is the highest rated thriller that alfred hitchcock directed,","
2068,what is the last movie did roman polanski directed,","
2069,what is the last rated r fantasy movie that came out,","
2070,what is the last science fiction film that was rated r and directed by hayao miyazaki,","
2071,what is the last science fiction movie that charlize theron was in is is aeon flux,","
2072,what is the last science fiction movie that george lucas directed,","
2073,what is the last teen movie that john huston directed,","
2074,what is the last war movie that came out about nazi germany,","
2075,what is the last war movie that received two thumbs up about a general,","
2076,what is the latest movie starring sam shepard,","
2077,what is the mockumentary by yann samuell,","
2078,what is the most recent western to get five stars and above,","
2079,what is the most well known oliver stone mystery movie,","
2080,what is the movie angel camouflaged about,angel camouflaged
2081,what is the movie bitten,","
2082,what is the movie easy a about,easy a
2083,what is the movie phantasm ii about,phantasm ii
2084,what is the movie primer about,primer
2085,what is the movie ripped off madoff and the scamming of america about,ripped off madoff and the scamming of america
2086,what is the movie the shunning about,the shunning
2087,what is the movie from 1970 starring jensen ackles,","
2088,what is the movie with a seven star rating from 2000 starring jennifer connelly with a pg 13 rating,","
2089,what is the musical remake of the vampire movie that roman polanski directed and is it a g rating,","
2090,what is the name of r rated gangster movie from 1940 that matthew lawrence was in,","
2091,what is the name of a pg rated movie thriller that has stabbing in it,","
2092,what is the name of a movie for children directed by robert zemeckis,","
2093,what is the name of a very popular mystery movie starring roger howarth,","
2094,what is the name of an animated film from the 1990 s directed by fritz lang,","
2095,what is the name of that comedy movie series about police,","
2096,what is the name of the barbara stanwyck movie about a murderer it was made within the last year,","
2097,what is the name of the g rated animated movie about a hyena directed by shunji iwai,","
2098,what is the name of the pg biography directed by steven goldmann,","
2099,what is the name of the pg movie about a president directed by stoney sharp that was liked by many,","
2100,what is the name of the robert duvall biography with a pg 13 rating and an average review of eight,","
2101,what is the name of the crime film from 1940 directed by don siegel,","
2102,what is the name of the psychological movie about a lawyer starring david mccallum,","
2103,what is the name of the six stars animation starring jamie lee curtis about a barbie doll,","
2104,what is the name of the unrated military movie about d day released in 2010 directed by peter kuran,","
2105,what is the name of the year 2000 movie starring richard chamberlain about body snatching and that received nine stars out of ten,","
2106,what is the plot for the shining,","
2107,what is the plot of christmas nightmare,","
2108,what is the plot of the film titled dakota,","
2109,what is the plot of the film titled death sentence,","
2110,what is the plot of the movie us now,","
2111,what is the plot of the movie titled navy seals,","
2112,what is the rated r movie that marleen gorris directed with the emotional decision aspect to it receiving an average rating,","
2113,what is the title of a documentary starring lynda carter,","
2114,what is the title of a fantasy storytelling movie rated r that was released in the past two years and directed by patrick pierre,","
2115,what is the title of a highly recommended 1990 mystery directed by elizabeth harrison with only a pg rating,","
2116,what is the title of a movie about a dog starring corey feldman that had a rating of nine,","
2117,what is the title of a movie about redemption that was released this year and directed by pitof,","
2118,what is the title of a movie starring ciarn hinds from 2010 that was rated r,","
2119,what is the title of an animated film by tim burton,","
2120,what is the title of the jim byrnes film that received nine stars in 1980,","
2121,what is the title of the pg 13 fantasy movie with mark paul gosselar about a dark hero that came out in the last ten years,","
2122,what is the title of the mystery film with paul reiser that was rated an eight,","
2123,what is the title of the sci fi pg film with robin shou that came out in the past ten decades,","
2124,what is your favorite pg 13 romance of the 1980 s,","
2125,what is your favorite scary movie about evil,","
2126,what is your favorite highly liked mystery from the past seven decades,","
2127,what kid movie about a fight that came out in the last eight decades and starred martin landau,","
2128,what kid movie about man versus machine wad directed by robert pratten,","
2129,what liked by many people 1950 s war movie had paul champion as the director,","
2130,what mediocre movies was peter wingfield in,","
2131,what mockumentary about politics that was rated pg 13 received five stars and above,","
2132,what month in 2010 did the most thriller movies come out,","
2133,what movie came out in the last four years and is about new york,","
2134,what movie could be classified as a mystery,","
2135,what movie did george lucas direct in the 1980 s that is a comedy and rated pg 13,","
2136,what movie does kenneth branagh star in that was made in the 1940 s with a megacorporation plot that was liked by many,","
2137,what movie from 1980 stars donnie walberg,","
2138,what movie has cicely tyson been in the past five years,","
2139,what movie involved larry hagman in a galactic war in the 1990 s,","
2140,what movie is known as oliver stones best work,","
2141,what movie is rated g that is based on a career starring luke perry in the last year,","
2142,what movie stared terry farrell as a cowboy in mexico,","
2143,what movie starred susan lucci in the musical genre and had an average rating of six,","
2144,what movie stars albert finney and is a fantasy,","
2145,what movies about a merit badge are directed by toshiyuki kubooka,","
2146,what movies did steve mcqueen have a role in,","
2147,what movies has david lean directed,","
2148,what movies has edward woodward been in,","
2149,what movies has fritz lang directed,","
2150,what movies has phillip seymour hoffman been in,","
2151,what movies have starred john malkovic in the past four years,","
2152,what movies involving james marsters and the holocaust filed in 1950 were unrated,","
2153,what movies is james cagney in,","
2154,what movies star rose mcgowan and are from the 1980 s,","
2155,what movies star sarah brown that have good ratings,","
2156,what movies starring gabriel byrne in the last eight decades got mediocre ratings,","
2157,what movies that are about the city did martin gero direct,","
2158,what movies was david hyde pierce in,","
2159,what movies with danielle mccormack were highly recommended,","
2160,what musicals with a pg rating have played in the past three decades,","
2161,what must see r rated horror movie was directed by john hillcoat,","
2162,what must see battle movie with angelina jolie was given in r rating in 1980,","
2163,what mystery movie starred henry jaglom and is rated pg,","
2164,what mystery starring jane seymour is about lies,","
2165,what nuclear war movies are rated pg 13,","
2166,what pollution mockumentary in the last ten years was directed by stephan elliott and rated pg 13,","
2167,what prison movies have at least a seven star rating,","
2168,what qualifies a movie to be in the musical genre,","
2169,what qualifies a movie to be in the sci fi genre,","
2170,what rated r action movie starring tracy scoggins was based on forbidden love in the 1950 s and got excellent ratings,","
2171,what rated r horror is there involving a shower murder,","
2172,what rated r mockumentary was jeremy brett in,","
2173,what rated r movie directed by edward zwick was based on the post world war one era,","
2174,what rated r movie has gary david goldberg directed about satire in the past seven years,","
2175,what rating is the film looney tunes robin hood daffy,","
2176,what rating is the movie busting,","
2177,what really good family movie came out in the last three years,","
2178,what recent action movies received seven stars and above,","
2179,what scary movies about a mad scientist have been made in the last five decades,","
2180,what scary movies have sylvain chomet directed,","
2181,what sci fi film is rated g starring john lithgow,","
2182,what sci fi movie did carol burnette star in during the last decade,","
2183,what sci fi films received nine stars and above that were made in the 1970 s,","
2184,what science fiction film made within the past six years featured kate winslet and received four stars,","
2185,what science fiction films did j randolph harrison direct from 1970,","
2186,what science fiction movie of the past ten decades starred vincent gallo,","
2187,what seven star rated 1970 s movie starred adrian paul and was about sports,","
2188,what short films by bob gray received excellent ratings,","
2189,what spaghetti western was directed by randall cole based on a ranch with an average rating of nine,","
2190,what sport did martin donovan play in for the past four decades,","
2191,what sport movie was released in 1990 that was directed by ian david diaz,","
2192,what the name of the very popular first love movie from lisa wolfinger in 2010,","
2193,what thriller did blaxwell smart direct that got very good ratings,","
2194,what thriller film did best at the box office in 2011,","
2195,what unrated film noir movie that was liked by many and came out in the last ten years and was directed by perce pearce,","
2196,what unrated movie came out in 2000 and stars james van der beek,","
2197,what unrated movies has lena horne acted in within the last six decades,","
2198,what urban legend movies did martin barnewitz direct,","
2199,what warsaw poland movie directed by carl bessai received two thumbs up,","
2200,what was john wanyes most famous movie,","
2201,what was julie andrews first role,","
2202,what was planet of the vampires about,planet of the vampires
2203,what was the woods have eyes rated,the woods have eyes
2204,what was a 1980 science fiction film with pam grier in it,","
2205,what was a nc 17 rated documentary directed by michael spierig,","
2206,what was a very popular science fiction movie that came out in the last nine years and was directed by rusty cundieff,","
2207,what was an r rated crime movie directed by stephen cornwell during the past nine years that received nine stars,","
2208,what was that pg musical with jack haley in it in the 1980 s,","
2209,what was that movie directed by yasushi muraki in the 1990 s that was rated pg 13 had a white castle and that people said was average,","
2210,what was that movie that had a ratings average of four and rated nc 17 that came out in the last ten decades about a composer which luca guadagnino directed,","
2211,what was that unrated spaghetti western with reese witherspoon that had a five star rating average and came out in the 2000 s,","
2212,what was the clark gable wall street portrait film that got eight stars in the year 2000,","
2213,what was the hoyt yeatman disney wildlife film that averaged seven out of ten,","
2214,what was the nc 17 crime movie that antony szeto directed that got good ratings and was about missing people that came out in the 1960 s,","
2215,what was the nc 17 film about everlasting love that morten willoch directed,","
2216,what was the average pg 13 movie about history that had howard stern in it,","
2217,what was the best mystery film released in the last seven years,","
2218,what was the best spaghetti western that was made in the 1990 s,","
2219,what was the first crime movie that marlon brando was in was it the godfather,","
2220,what was the last fantasy film that tim burton directed that was rated r,","
2221,what was the last film noir movie that came out,","
2222,what was the last movie that ridley scott directed,","
2223,what was the last science fiction movie that liam neeson was in,","
2224,what was the main plot of doubt,","
2225,what was the most highly rated movie during the 1960 s,","
2226,what was the most recent adventure film that featured akira kurosawa,","
2227,what was the name of that thriller film with kevin spacey brad pitt and morgan freeman,","
2228,what was the name of the nc 17 kathrine windfeld movie about companionship that has a ratings average of nine,","
2229,what was the name of the r rated documentary that was received well and starred angelina jolie,","
2230,what was the name of the movie that martin scorsese directed that was about crime was rated pg 13 and received ten stars,","
2231,what was the rated r crime movie that was released in the past four years and that also got rated well,","
2232,what was the title of that 1980 s r rated crime drama with james marsden which some critics called average,","
2233,what was the title of the 1970 s r rated comedy nicole holofcener played in,","
2234,what watchable rated g animation did richard robinson direct last year,","
2235,what westerns did roman polanski direct,","
2236,what would be a disaster film starrring paul newman from the decade of the 1960 s,","
2237,what would be a science fiction film with a rating of really good,","
2238,what year did the lizzie mcguire movie come out,the lizzie mcguire movie
2239,what year did ip man come out,ip man
2240,what year did like minds come out,like minds
2241,what year did we are what we are come out,we are what we are
2242,what year did young sherlock holmes come out,young sherlock holmes
2243,what year did the movie die come out,die
2244,what year was mrs doubtfire released,mrs doubtfire
2245,what year was northwest hounded police film was released,northwest hounded police
2246,whats fright night about,fright night
2247,whats a pg 13 movie about a pianist and starring katherine kelly that got seven stars,","
2248,whats a good funny movie,","
2249,whats a good sci fi movie about lightsabers,","
2250,whats a nine star reviewed movie from last year that features chris tucker,","
2251,whats an animation from 1980 that is at least watchable and is directed by todd tucker,","
2252,whats an average tyler christopher movie,","
2253,whats the animated unconventional romance movie set in 1960 with calista flockhart,","
2254,whats the name of a scary movie with michael dudikoff in it,","
2255,whats the name of the nc 17 romance movie directed by lev l spiro that came out this year,","
2256,whats the science fiction movie in 1990 that was rated r averaged really good ratings directed by brett ratner,","
2257,whats a good drama that is well rated,","
2258,whats a good thriller directed by quentin tarantino,","
2259,whats a good thriller,","
2260,when did alpha and omega come out,alpha and omega
2261,when did gallants come out,gallants
2262,when did the darwin awards come out,the darwin awards
2263,when did the wiz come out,the wiz
2264,when did war gods of the deep come out,war gods of the deep
2265,when did the reflecting skin come out,the reflecting skin
2266,when did the movie titled b girl come out,b girl
2267,when did you see that must see biography about the king,","
2268,when is a good romantic comedy based on a book coming out,","
2269,when was the movie sculpture released,sculpture
2270,when was the movie stake land made,stake land
2271,where can i find last of the dogmen,","
2272,where can i find a biography on raymond massey,","
2273,where can i find a nc 17 thriller from the 1970 s,","
2274,where can i find a biography containing people famous in the 1990 s,","
2275,where can i find a fantasy movie that takes place in a forest,","
2276,where can i find the movie boy,","
2277,where can i find the movie mrs miracle to purchase,mrs miracle
2278,where can i find the movie squanto a warriors tale,","
2279,where can i rent satellite in the sky,","
2280,where can i watch big deal on madonna street subbed,","
2281,where could i find the movie prey for rock and roll,","
2282,where is the best place to buy the virginity hit,","
2283,where is the film hurricane season available to purchase,hurricane season
2284,where is the movie hachiko a dogs story set,hachiko a dogs story
2285,where there any derek jacobi fantasy movies made in the last eight decades,","
2286,where was the shining filmed,the shining
2287,which luke greenfield documentary made in 1940 received eight stars,","
2288,which r rated family movie starring jerry obach was released within the past eight years,","
2289,which animation film stars dustin diamond,","
2290,which biography about a classical composer featuring deforest kelly received an eight star rating,","
2291,which documentary did wayne wang direct,","
2292,which documentary received a rating of six,","
2293,which drama movie released in the past decade starred phil hartman,","
2294,which horror films portray power struggles,","
2295,which horror movie about a dead child starring paul rudd was rated well and released within the last two decades,","
2296,which movie had good ratings from the last five years that was a mockumentary directed by joseph graham,","
2297,which unrated documentary starring jason priestley was rated as all right,","
2298,which western directed by wes anderson was liked by many people and involved indians,","
2299,who are the actors in the movie couples retreat,","
2300,who directed all star superman,","
2301,who directed but im a cheerleader,","
2302,who directed crimson rivers 2 angels of the apocalypse,","
2303,who directed heat wave,","
2304,who directed pt raiders,","
2305,who directed snakes on a plane,","
2306,who directed the back up plan,","
2307,who directed the departed,","
2308,who directed wound,","
2309,who directed a movie called panic at rock island,","
2310,who directed the r rated bette davis film that came out in 1960,","
2311,who is in the movie spanglish,","
2312,who is the director of bigger stronger faster,","
2313,who is the director of war of resistance,","
2314,who is the lead actor in the movie stranger in our house,","
2315,who is the main character in the movie tenshi no tamago,","
2316,who is the main star in demolition man,","
2317,who is the movie father of invention,","
2318,who starred in tarzan the ape man,","
2319,who starred in a thin line between love and hate,","
2320,who starred in blue collar,","
2321,who starred in bridesmaids,","
2322,who starred in dance of the dragon,","
2323,who starred in flightplan,","
2324,who starred in little go beep,","
2325,who starred in monty python and the holy grail,","
2326,who starred in the movie dirty love,","
2327,who starred in the movie the willies,","
2328,who starred in the movie the luck of the irish,","
2329,who stars in beatdown,","
2330,who stars in beverly hills cop,","
2331,who stars in boogeyman 2,","
2332,who stars in easy rider,","
2333,who stars in the conspirator,","
2334,who stars in the gods must be crazy ii,","
2335,who stars in west is west,","
2336,who stars in world for ransom,","
2337,who stars in the movie becoming jesse tate,","
2338,who was in child of darkness child of light,","
2339,who was the main character in the movie the hills have eyes,","
2340,who wrote and directed head above water,","
2341,would you be able to find me a pg 13 movie from the 1980 s starring lara fabian,","
2342,would you be able to help me find the cheetah girls 2 movie,the cheetah girls 2
2343,would you be able to show me where i can find a drama starring keri russell,","
2344,did charles haid have a war movie in the last three years,","
2345,did christian bale star in a science fiction in the past four years,","
2346,did christopher nolan direct a pg 13 disaster film,","
2347,did sofia coppola direct a rated r biographical,","
2348,did steven soderbergh direct a film noir movie,","
2349,did the shining scare charlize theron when she was a kid,the shining
2350,do you know any good spaghetti western movies about horse drawn carraiges,","
2351,does meryl streep star in a western,","
2352,find highly rated pg 13 science fiction movie from past six decades,","
2353,is anthony hopkins in a musical,","
2354,is clark gable in a romantic comedy,","
2355,is francis ford coppola the director for the shining,","
2356,is katharine hepburn in the shining,","
2357,is wall e a good movie,wall e
2358,is there a a film noir movie with ridley scott from the 2000 s,","
2359,is there a good g rated john hughes comedy,","
2360,is there a good christian bale adventure movie,","
2361,list animated pg 13 rated movie starring sean connery,","
2362,list isolation adventure movies that are critically acclaimed and directed by jack sholder in the past decade,","
2363,list movies named grave encounters,","
2364,list some films starring hugh jackman,","
2365,list some mockumentary movies,","
2366,list some war movies with nazi,","
2367,list well rated mystery movies from the year 2000,","
2368,name a action movie with a shootout rated pg,","
2369,name a comedy from francois truffaut,","
2370,name a fantasy film with sandra bullock,","
2371,name a mystery by orson welles,","
2372,name a mystery starring kevin spacey,","
2373,name a sci fi about a human,","
2374,name a science fiction with artificial intelligence from the 2010 s,","
2375,name a teen movie with steve mcqueen that was received well,","
2376,name an adventure movie directed by francis ford coppola,","
2377,name some guillermo del toro action movies,","
2378,name some john huston films about children,","
2379,name some movies starring robert redford,","
2380,was mel gibson in inception,","
2381,what r rated movies with john cusak got all right ratings,","
2382,what is a fantasy rated pg starring christian bale,","
2383,what is a good pg 13 drama with andrew keegan in the 2010 s,","
2384,what movie can be called a thriller,","
2385,what police movie is there that you would recommend where somebody is kidnapped,","
2386,whats a pg 13 crime movie by orson welles,","
2387,whats a comedy directed by david fincher that was highly liked,","
2388,whats a documentary about youth identity,","
2389,whats a good action film about on the run,","
2390,who directed the r rated film made in the year 2000 that starred helen barkin,","
2391,i would like to get the details of the movie purple rain on imdb com,purple rain
2392,show blogs regarding evita,","
2393,could you please show me a website with reviews of indiana jones,","
2394,could you send me to a website with user reviews of willy wonka the chocolate factory,","
2395,what do you think the best part of a hard day s night was,a hard day s night
2396,can u please show me the trailer of kiss me kate,","
2397,can i see the trailer for kiss me kate,","
2398,please show me some of indiana s major scenes in the movie,","
2399,where can i see some short clips of a hard day s night,","
2400,what was the name of that 1997 movie that had a character named dr evil in it,","
2401,which is the film in which a major role was done by dr evil released in 1997,","
2402,what is the movie directed by george lucas which casts darth vader and yoda in it,","
2403,what is that george lucas movie with yoda and darth vader,","
2404,which movie of 2010 had buzz lightyear and mr potato head in it,","
2405,what 1960 s movie had that song my favourite things in it,","
2406,what is that movie from the 60 s that had the song my favorite things in it,","
2407,there is a 1960 s movie where the song my favorite things is sung,","
2408,what movie did the song come what may play in,","
2409,american beauty,","
2410,"crouching tiger , hidden dragon",","
2411,million dollar baby,","
2412,life of oharu,","
2413,the leopard,","
2414,empire strikes back,","
2415,snow white and the seven dwarfs,","
2416,monty python and the holy grail,","
2417,the graduate,","
2418,blow up,","
2419,american graffiti,","
2420,oliver twist,","
2421,lord of the rings the fellowship of the rings,","
2422,sunset boulevard,","
2423,sansho the bailiff,","
2424,pulp fiction,","
2425,lord of the rings the return of the king,","
2426,broken blossoms,","
2427,wizard of oz,","
2428,freaks,","
2429,the children of paradise,","
2430,city of god,","
2431,finding nemo,","
2432,duck soup,","
2433,play the trailer,","
2434,play the trailer,","
2435,play trailer of on stranger tides,","
2436,play the trailer of dark of the moon,","
2437,play trailer dark of the moon,","
2438,play the trailer dark of the moon,","
2439,show me the good thief review,the good thief
2440,any james bond movies,","
2441,find me some adventure movies with indiana jones,","
2442,what s the title of the movie about captain jack sparrow,","
